session_id	query_text	serp_pos	url	is_click	total_view_time
423212	1354	9	476444	False	-1
129482	1469	0	241084	False	-1
129482	1469	1	477004	False	-1
129482	1469	2	658443	False	-1
129482	1469	3	490938	False	-1
129482	1469	4	840072	False	-1
129482	1469	5	180769	False	-1
129482	1469	6	516433	True	-1
129482	1469	7	288045	True	-1
129482	1469	8	715787	False	-1
129482	1469	9	840063	False	-1
380898	1469	0	241084	True	12914
380898	1469	1	477004	False	-1
380898	1469	2	658443	False	-1
380898	1469	3	490938	False	-1
380898	1469	4	180769	False	-1
380898	1469	5	1014523	False	-1
380898	1469	6	516433	False	-1
380898	1469	7	415176	False	-1
380898	1469	8	288045	False	-1
380898	1469	9	715787	False	-1
42250	1469	0	241084	True	3516
42250	1469	1	477004	False	-1
42250	1469	2	658443	False	-1
42250	1469	3	490938	False	-1
42250	1469	4	840072	False	-1
42250	1469	5	180769	False	-1
42250	1469	6	516433	False	-1
42250	1469	7	288045	False	-1
42250	1469	8	715787	False	-1
42250	1469	9	840063	False	-1
51786	1469	0	241084	False	-1
51786	1469	1	477004	False	-1
51786	1469	2	658443	True	24
51786	1469	3	490938	True	-1
51786	1469	4	840072	False	-1
51786	1469	5	180769	False	-1
51786	1469	6	516433	False	-1
51786	1469	7	288045	False	-1
51786	1469	8	715787	True	-1
51786	1469	9	840063	False	-1
346691	1469	0	241084	True	416
346691	1469	1	477004	False	-1
346691	1469	2	658443	False	-1
346691	1469	3	490938	False	-1
346691	1469	4	840072	False	-1
346691	1469	5	180769	False	-1
346691	1469	6	516433	False	-1
346691	1469	7	288045	False	-1
346691	1469	8	715787	False	-1
346691	1469	9	840063	False	-1
409681	1469	0	194056	False	-1
409681	1469	1	510816	True	-1
409681	1469	2	619076	False	-1
409681	1469	3	480333	False	-1
409681	1469	4	280218	False	-1
409681	1469	5	25659	False	-1
409681	1469	6	164810	False	-1
409681	1469	7	288045	False	-1
409681	1469	8	800282	False	-1
409681	1469	9	593024	False	-1
358111	1469	0	241084	True	844
358111	1469	1	477004	False	-1
358111	1469	2	658443	False	-1
358111	1469	3	490938	False	-1
358111	1469	4	840072	False	-1
358111	1469	5	180769	False	-1
358111	1469	6	516433	False	-1
358111	1469	7	288045	False	-1
358111	1469	8	715787	False	-1
358111	1469	9	840063	False	-1
359097	1469	0	241084	True	380
359097	1469	1	477004	False	-1
359097	1469	2	658443	False	-1
359097	1469	3	490938	False	-1
359097	1469	4	840072	False	-1
359097	1469	5	180769	False	-1
359097	1469	6	516433	False	-1
359097	1469	7	288045	False	-1
359097	1469	8	715787	False	-1
359097	1469	9	840063	False	-1
192273	1469	0	241084	True	498
192273	1469	1	477004	False	-1
192273	1469	2	658443	False	-1
192273	1469	3	490938	False	-1
192273	1469	4	1014523	False	-1
192273	1469	5	180769	False	-1
192273	1469	6	516433	False	-1
192273	1469	7	415176	False	-1
192273	1469	8	288045	False	-1
192273	1469	9	715787	False	-1
167239	1469	0	241084	True	2400
167239	1469	1	477004	False	-1
167239	1469	2	658443	False	-1
167239	1469	3	490938	False	-1
167239	1469	4	1014523	False	-1
167239	1469	5	180769	False	-1
167239	1469	6	516433	False	-1
167239	1469	7	415176	False	-1
167239	1469	8	288045	False	-1
167239	1469	9	715787	False	-1
